start station id,name,latitude,longitude,edge,group,groupdes
331,Pike St & Monroe St,40.71173107,-73.99193043,15,21,"East Village, Lower East Side - Financial District"
400,Pitt St & Stanton St,40.71926081,-73.98178024,5,21,"East Village, Lower East Side - Financial District"
349,Rivington St & Ridge St,40.71850211,-73.98329859,17,21,"East Village, Lower East Side - Financial District"
300,Shevchenko Pl & E 7 St,40.728145,-73.990214,16,21,"East Village, Lower East Side - Financial District"
3002,South End Ave & Liberty St,40.711512,-74.015756,16,21,"East Village, Lower East Side - Financial District"
315,South St & Gouverneur Ln,40.70355377,-74.00670227,3,21,"East Village, Lower East Side - Financial District"
259,South St & Whitehall St,40.70122128,-74.01234218,6,21,"East Village, Lower East Side - Financial District"
224,Spruce St & Nassau St,40.71146364,-74.00552427,3,21,"East Village, Lower East Side - Financial District"
308,St James Pl & Oliver St,40.71307916,-73.99851193,35,21,"East Village, Lower East Side - Financial District"
82,St James Pl & Pearl St,40.71117416,-74.00016545,3,21,"East Village, Lower East Side - Financial District"
341,Stanton St & Mangin St,40.71782143,-73.97628939,5,21,"East Village, Lower East Side - Financial District"
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,1,21,"East Village, Lower East Side - Financial District"
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,18,21,"East Village, Lower East Side - Financial District"
534,Water - Whitehall Plaza,40.70255065,-74.0127234,33,21,"East Village, Lower East Side - Financial District"
363,West Thames St,40.70834698,-74.01713445,1,21,"East Village, Lower East Side - Financial District"
360,William St & Pine St,40.70717936,-74.00887308,1,21,"East Village, Lower East Side - Financial District"
461,E 20 St & 2 Ave,40.73587678,-73.98205027,17,22,Flatiron District - Financial District
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,1,22,Flatiron District - Financial District
2004,6 Ave & Broome St,40.724399,-74.004704,1,23,TriBeca - Soho
146,Hudson St & Reade St,40.71625008,-74.0091059,45,23,TriBeca - Soho
330,Reade St & Broadway,40.71450451,-74.00562789,1,23,TriBeca - Soho
294,Washington Square E,40.73049393,-73.9957214,4,23,TriBeca - Soho
304,Broadway & Battery Pl,40.70463334,-74.01361706,7,24,Greenwich Village - Financial District
376,John St & William St,40.70862144,-74.00722156,5,24,Greenwich Village - Financial District
347,W Houston St & Hudson St,40.72873888,-74.00748842,1,24,Greenwich Village - Financial District
496,E 16 St & 5 Ave,40.73726186,-73.99238967,9,25,Union Square - Greenwich Village
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,23,25,Union Square - Greenwich Village
168,W 18 St & 6 Ave,40.73971301,-73.99456405,9,25,Union Square - Greenwich Village
